what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1485247591468
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1485247595368
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1485247608301
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1485247642792
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1485247676837
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1485249499606
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1485284586577
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1485284602750
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1485284602968
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1485284607024
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1485288283050
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1485289774144
started,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1485289774740
started,bundle,org.eclipse.mylyn.pde.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.pde.ui,1485289774772
started,bundle,org.eclipse.mylyn.resources.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.resources.ui,1485289774787
closed,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1485289774974
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1485289775380
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1485289775396
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.5.206.v20090115,org.eclipse.jst.server.generic.jboss,1485289775427
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,org.eclipse.jst.server.generic.jonas,1485289775427
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.205.v200805140145,org.eclipse.jst.server.generic.oc4j,1485289775489
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,org.eclipse.jst.server.websphere.core,1485289775567
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.305.v200805140145,org.eclipse.jst.server.generic.ui,1485289775567
