what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1484707205219
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1484707205609
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1484707206140
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1484707540153
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1484707542149
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1484708565250
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1484708593190
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1484708702468
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1484708702686
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1484708726117
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1484708726336
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1484709011724
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1484709015047
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1484709023408
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1484709023736
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1484709023783
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1484709142936
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1484709148786
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1484709178862
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1484709179081
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1484709329247
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1484709357628
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1484709379172
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1484709382900
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1484709408406
